First Last,First,Last,Company,Domain
Barry Kaplan,Barry,Kaplan,Pinch Provisions,www.pinchprovisions.com
Rob Hoxie,Rob,Hoxie,Tiege Hanley LLC,www.tiege.com
Joel Warren,Joel,Warren,Warren Tricomi,www.warrentricomi.com
Terri Vinson,Terri,Vinson,Synergie Skin,www.synergieskin.com
Natalie Roche,Natalie,Roche,Natalie Roche Limited,www.natalieroche.com
Valerie Logan,Valerie,Logan,A Cut Above,www.acutabovehair.com
Mackenzie Aponte,Mackenzie,Aponte,Perfectly Posh Llc,www.perfectlyposh.com
Charlotte Watson,Charlotte,Watson,Hour Glass Foundation,www.hourglasscosmetics.com
Robert Salazar,Robert,Salazar,Amalfi Décor,www.amalfidecor.com
Christy Thurston,Christy,Thurston,Mirabella Beauty Products LLC,www.mirabellabeauty.com
Eric Fallon,Eric,Fallon,Rebels Refinery,www.rebelsrefinery.com
Kelly Foreman,Kelly,Foreman,"MopTop, Inc.",www.moptophair.com
Steve Vanpetten,Steve,Vanpetten,Leo's Barber Shop,www.leosbarbershop.com
Zoe Gao,Zoe,Gao,Purity Cosmetics Inc.,www.100percentpure.com
Morad Amirieh,Morad,Amirieh,"Sorme Company, Inc",www.sorme.com
Jacklyn Struiksma,Jacklyn,Struiksma,"Younique, LLC",www.youniqueproducts.com
Emilia Dinkova,Emilia,Dinkova,Star Nails Bulgaria,www.starnails.bg
Si Wo,Si,Wo,"Makeup Geek, LLC",www.makeupgeek.com
Rebecca Sinclair Smith,Rebecca,Smith,Smith Farms - Natural Skincare,www.smithfarmsproducts.com
Sandy Hartsock,,,Perfectly Posh Llc,www.perfectlyposh.com
